Id,Probability
1,0.06900446465793132
2,0.06341394198805386
3,0.05868816430347854
4,0.09707347879207567
5,0.12573505505451893
6,0.046580021071844065
7,0.09371370498624677
8,0.03227242817413747
9,0.034750621793796774
10,0.8148530459875138
11,0.0894533049230827
12,0.06353139629903061
13,0.035690571193552165
14,0.12013841931099352
15,0.05344594211009547
16,0.09785919430752411
17,0.03762257486783779
18,0.08942461463020403
19,0.11790190888671193
20,0.07585234045613576
21,0.06275667252027574
22,0.03433764246635202
23,0.03685460619410481
24,0.04476999875491864
25,0.06618169866840065
26,0.056387681011826236
27,0.0757013524601569
28,0.0356701961578497
29,0.10264565185451548
30,0.07300355102512614
31,0.06856591783160924
32,0.050220494472249105
33,0.04891988406790145
34,0.05315556386276191
35,0.045076202118817646
36,0.07597532418909557
37,0.11088846561540433
38,0.06080165320622616
39,0.10527749806004214
40,0.05075941621646142
41,0.16661342529347098
42,0.09126633175330588
43,0.0741471143246511
44,0.046328133584850814
45,0.04302009930701377
46,0.025104887663163572
47,0.02448540959617142
48,0.06198497096540292
49,0.07324757749067912
50,0.06772333138787616
51,0.04534357925003773
52,0.021810060218030898
53,0.07336594812953436
54,0.0696166281908723
55,0.08796874090793143
56,0.07058795840719909
57,0.038022928219971844
58,0.10924096903668155
59,0.047969902538354744
60,0.12787271592491878
61,0.00906209479672144
62,0.04462318937441224
63,0.11269721360056098
64,0.04604588675502048
65,0.08014681343936272
66,0.03463415947621674
67,0.05931269787323412
68,0.08639362479194168
69,0.04427003282299601
70,0.6258354804427517
71,0.05295103537360105
72,0.09758106285753179
73,0.027842825830632155
74,0.10139094480255643
75,0.07253032569733874
76,0.04062119188639659
77,0.07771483369433148
78,0.10120570131354929
79,0.0436156499302328
80,0.12263760780362185
81,0.06094565391912728
82,0.0472067592585922
83,0.12771054768455406
84,0.021933062056159573
85,0.06674193090829368
86,0.06686470946147967
87,0.14333495376202118
88,0.06817960817233185
89,0.12093216496403165
90,0.13264533005448012
91,0.11034740381524906
92,0.07973577351234327
93,0.046666994432496736
94,0.06550392901178652
95,0.04004312363334218
96,0.07820319962722888
97,0.04095092451056876
98,0.09326123580152504
99,0.0615100849317467
100,0.11207248029207716
101,0.0595217940887252
102,0.09836457012292701
103,0.04044147721138276
104,0.08532532220215353
105,0.09001710202547665
106,0.13094498536022564
107,0.07183350464216755
108,0.030305340606243087
109,0.04310725932755533
110,0.06787100594579355
111,0.0444150720028336
112,0.1091448177565176
113,0.10892645000463473
114,0.0855353466864565
115,0.10161401543952801
116,0.0355371474433167
117,0.03986569148408284
118,0.10716427084678208
119,0.07645466869015571
120,0.047515165589852866
121,0.04963160346899986
122,0.050565219191674324
123,0.08706912277996742
124,0.061028215067743606
125,0.06607216210158731
126,0.0363081080119365
127,0.019681241897639208
128,0.06892006632382229
129,0.04354763171013641
130,0.09036867481637409
131,0.04139196878699588
132,0.09163526012413531
133,0.03862770701191752
134,0.04040896277103262
135,0.043593244172318246
136,0.028514868105540884
137,0.05908062569335301
138,0.04925811049844958
139,0.040482933624657165
140,0.10781206198178649
141,0.0268488257460398
142,0.050601158708907835
143,0.025590209859646725
144,0.08784419710243409
145,0.08668774809031503
146,0.09935731115182267
147,0.0321292999990595
148,0.06395646640496412
149,0.05009588988335363
150,0.04606020372130624
151,0.035819954591029914
152,0.04753795374342045
153,0.03402905748225208
154,0.04581583034086548
155,0.07778908247189133
156,0.09925242838941514
157,0.07481070298114963
158,0.039724124231894906
159,0.06962413647574293
160,0.08327302757738157
161,0.036981217424323504
162,0.04680332217043558
163,0.06730256419279221
164,0.0924521808465359
165,0.062450604875611715
166,0.0605389086650107
167,0.04114716664965445
168,0.09654405782239069
169,0.04429749787352232
170,0.05342704686710537
171,0.02564232566786836
172,0.0456103109752523
173,0.08068832848297061
174,0.09359472619880663
175,0.0806785969271995
176,0.06050380212190747
177,0.07433928897683463
178,0.05506105656388117
179,0.043202224828880954
180,0.03659311068321524
181,0.12476278711380165
182,0.0643234563639159
183,0.07027879612700128
184,0.03156491482056772
185,0.0603536918095552
186,0.03879680528420426
187,0.05059322258023563
188,0.06359591697728915
189,0.05083234806939283
190,0.08474510830758189
191,0.05803756747918743
192,0.07998256063419032
193,0.052819041636632195
194,0.04767341126819452
195,0.07976744899700933
196,0.08087050464195152
197,0.029800110587076024
198,0.04245464296581503
199,0.05512116358279188
200,0.034097662087318174
201,0.11010005616094565
202,0.02918450917993639
203,0.05077350298585605
204,0.02805860144996288
205,0.03291822795107935
206,0.036957705824202026
207,0.09443825961836423
208,0.04372114244310347
209,0.10578204748050143
210,0.02161482337421433
211,0.1222110890312786
212,0.09366579018271715
213,0.053529187397925074
214,0.06122441889966698
215,0.0949915169276873
216,0.10241973499913894
217,0.021644402003312697
218,0.05494493498013555
219,0.05511491283719686
