Id,Probability
1,0.07280528013334708
2,0.039984733721788734
3,0.012043356334535802
4,0.08306059117252444
5,0.11807007723529007
6,0.0325221752241777
7,0.027968243546167455
8,0.04000213970536578
9,0.0032344561561524553
10,0.3140820755422709
11,0.007538193810043936
12,0.016255128802289735
13,0.006825718283965698
14,0.04986977904538476
15,0.043442197828194466
16,0.014919179892945687
17,0.026899342126899015
18,0.013175685971716021
19,0.22259005102151902
20,0.10011304355909588
21,0.0071849030242511925
22,0.010431521324712076
23,0.004342481441189719
24,0.4445323907850892
25,0.06676148665640944
26,0.011420352155691933
27,0.09234674357665001
28,0.007968532920647732
29,0.040218118442636855
30,0.039616008378585504
31,0.09885092978960418
32,0.0050586735849731486
33,0.013320965677492537
34,0.0643661122809327
35,0.35837569484285164
36,0.0729364783950942
37,0.034830881134754646
38,0.009398818395891366
39,0.006974130272945194
40,0.054588737327353525
41,0.5375160223158832
42,0.2748203257220521
43,0.1147577248829576
44,0.005921257609244259
45,0.031364351422214595
46,0.0032026059275684815
47,0.003438123211955526
48,0.014391400705498578
49,0.015436946149463896
50,0.025095177274990173
51,0.01607120894002268
52,0.014501277398463876
53,0.00711114231236869
54,0.052929083036241865
55,0.018191230267108574
56,0.07618900767429512
57,0.0044079796032569524
58,0.10837167181337495
59,0.09337546807591855
60,0.10362180370026108
61,0.02000658744146178
62,0.00686147472823431
63,0.022411923288211434
64,0.007039057436365544
65,0.013321645113152562
66,0.01914547696554462
67,0.01317788025486078
68,0.14002618473159475
69,0.005973594950656917
70,0.564514724546575
71,0.016958897373154175
72,0.09209053040245314
73,0.005587717347584532
74,0.16868128529557053
75,0.013665805105013648
76,0.02728031203040963
77,0.09455194457312084
78,0.03758029818037168
79,0.022580361977447325
80,0.019750805848057416
81,0.010467418883602518
82,0.011210577134849095
83,0.07687852473238257
84,0.005782034181383406
85,0.014342435796205541
86,0.012770350213352683
87,0.06097269278880965
88,0.007022402171941252
89,0.04070469714509389
90,0.010969812494905237
91,0.03683132313727589
92,0.01223068856261002
93,0.010121565363586618
94,0.014190556450376287
95,0.004339722838715856
96,0.08637160123238664
97,0.02747162806450786
98,0.09495801879580776
99,0.01210558444672465
100,0.010845927824162863
101,0.0577175853893367
102,0.06711280733617273
103,0.005538181060102839
104,0.04431989554236602
105,0.08889864402455155
106,0.023558354663476534
107,0.3477292131560363
108,0.01171616029018332
109,0.006765555931388695
110,0.01621764186563974
111,0.014081897327906417
112,0.045910351346931756
113,0.020761718025290744
114,0.5048258769912201
115,0.09101391736430399
116,0.008485419819777684
117,0.0028893907222573793
118,0.08790725681843674
119,0.010941692437936572
120,0.0069492415946790335
121,0.008957886080958618
122,0.05933333288488724
123,0.010547568102429765
124,0.46292393386031444
125,0.006438907234147463
126,0.014430243342553817
127,0.0026305508756018676
128,0.013212268846521793
129,0.0054135887401992565
130,0.05154285465788154
131,0.038486907909496076
132,0.05954759688293876
133,0.004725776897336129
134,0.13649809092155182
135,0.11671061082400594
136,0.006296474381738783
137,0.1843189762578412
138,0.0414931377703595
139,0.006064387918432223
140,0.013031466456692255
141,0.00399998854248113
142,0.015714036305973136
143,0.004144768731321207
144,0.016607568695786175
145,0.3309224095787864
146,0.008323773258901853
147,0.003965812504766815
148,0.09213706346050046
149,0.0052364669643490775
