Id,Probability
1,0.064762995
2,0.049345233
3,0.012951647
4,0.10074977
5,0.073722474
6,0.029736757
7,0.031178553
8,0.0414038
9,0.0018575505
10,0.42630032
11,0.007061173
12,0.0147643555
13,0.0036223945
14,0.059128404
15,0.035385143
16,0.017698724
17,0.026131673
18,0.012928387
19,0.18470584
20,0.11652095
21,0.006783227
22,0.009364499
23,0.0017340395
24,0.4442173
25,0.053825673
26,0.011579125
27,0.056622237
28,0.0073055266
29,0.046600018
30,0.037309945
31,0.04956301
32,0.00390395
33,0.012183936
34,0.071989976
35,0.33676302
36,0.064199045
37,0.032001413
38,0.006113929
39,0.010649918
40,0.029908344
41,0.637675
42,0.28081995
43,0.0718558
44,0.006363049
45,0.037039183
46,0.0030554032
47,0.0022916028
48,0.013500982
49,0.015063365
50,0.023292141
51,0.03301814
52,0.01597852
53,0.0050632353
54,0.049191006
55,0.015848337
56,0.08652618
57,0.003734233
58,0.16160479
59,0.11062448
60,0.07523132
61,0.026117036
62,0.0057393005
63,0.044997722
64,0.004646058
65,0.010495443
66,0.020580458
67,0.009581543
68,0.14630091
69,0.007165258
70,0.74436396
71,0.014286405
72,0.10667896
73,0.0048915436
74,0.14334612
75,0.01922519
76,0.03215385
77,0.09674072
78,0.035640493
79,0.043588363
80,0.02253098
81,0.009823012
82,0.013195195
83,0.081265986
84,0.006216271
85,0.012846823
86,0.014777478
87,0.05493839
88,0.0072375964
89,0.09157715
90,0.0136990165
91,0.058143582
92,0.013191929
93,0.017242713
94,0.015346257
95,0.0028154843
96,0.08607511
97,0.039845116
98,0.07525571
99,0.009782763
100,0.0064144004
101,0.03879291
102,0.06258153
103,0.006756423
104,0.042099882
105,0.031240808
106,0.031245679
107,0.27072272
108,0.01197071
109,0.0034060325
110,0.015605924
111,0.013423543
112,0.029902728
113,0.01413209
114,0.4971324
115,0.09402175
116,0.008708083
117,0.0016031441
118,0.079608776
119,0.009344539
120,0.011227296
121,0.008537168
122,0.073637746
123,0.011205001
124,0.3818479
125,0.006698369
126,0.009217258
127,0.00057579397
128,0.007811209
129,0.005302174
130,0.042377144
131,0.021817634
132,0.06842267
133,0.0041089496
134,0.113669224
135,0.059826802
136,0.005538142
137,0.19746822
138,0.041550778
139,0.0045264484
140,0.011828043
141,0.0042530037
142,0.015678713
143,0.0037558917
144,0.012263013
145,0.35610726
146,0.005342308
147,0.0025823063
148,0.13105409
149,0.005644975
150,0.05012981
151,0.0031510035
152,0.0040406766
153,0.00851398
154,0.010969547
155,0.014973064
156,0.012641169
157,0.045938145
158,0.0056197755
159,0.109188214
160,0.014776526
161,0.0042230505
162,0.011115857
163,0.014801767
164,0.06386872
165,0.010338515
166,0.018475456
167,0.7111532
168,0.018358555
169,0.18385907
170,0.01246389
171,0.0029233957
172,0.0075782095
173,0.013989866
174,0.036556516
175,0.013273719
176,0.3928992
177,0.01684467
178,0.09203426
179,0.009114408
180,0.009422568
181,0.04212855
182,0.0074246824
183,0.01451058
184,0.014704227
185,0.14653361
186,0.0046111173
187,0.0069827684
188,0.031807866
189,0.036953263
190,0.017035333
191,0.009508244
192,0.034898993
193,0.007727804
194,0.08689494
195,0.0053041987
196,0.031955943
197,0.0036000384
198,0.008204255
199,0.0049806274
200,0.007807754
201,0.038940944
202,0.030400226
203,0.37459233
204,0.031794235
205,0.017825883
206,0.005159141
207,0.016051749
208,0.0039771027
209,0.06909648
210,0.0037087025
211,0.07313747
212,0.061839323
213,0.030424867
214,0.0064578215
215,0.013737068
216,0.06959372
217,0.010420998
218,0.059671953
219,0.016005121
220,0.0014466116
221,0.01789685
222,0.00769926
223,0.01465862
224,0.007507713
225,0.0072922283
226,0.06963484
227,0.008232566
228,0.06889743
229,0.12519245
230,0.38130382
231,0.12256681
232,0.010488893
233,0.007429368
234,0.009279488
235,0.0047192452
236,0.105486274
237,0.052898813
238,0.0060261404
239,0.013054734
240,0.017376406
241,0.044116694
242,0.009757584
243,0.0045160158
244,0.015297897
245,0.079151794
246,0.014800698
247,0.030608179
248,0.0047425115
249,0.010217606
250,0.30258018
251,0.011773476
252,0.3279159
253,0.0034768311
254,0.115125984
255,0.0013773796
256,0.005659388
257,0.028640177
258,0.13976738
259,0.048245795
260,0.23445755
261,0.014107106
262,0.018016357
263,0.0035945538
264,0.078275375
265,0.10468849
266,0.009185097
267,0.077674076
268,0.06377729
269,0.20792529
270,0.0069166915
271,0.022219678
272,0.03687566
273,0.010021374
274,0.014681951
275,0.008772788
276,0.023739383
277,0.011446038
278,0.0058320235
279,0.061660208
280,0.018796066
281,0.5750068
282,0.06837247
283,0.06293455
284,0.005703665
285,0.010165122
286,0.0081775505
287,0.0072255773
288,0.03415307
289,0.06318543
290,0.0931043
291,0.5226331
292,0.0052755354
293,0.02837438
294,0.008359383
295,0.004729839
296,0.01940732
297,0.013916428
298,0.031654928
299,0.0040128767
300,0.005484664
301,0.12894024
302,0.0063263522
303,0.006411645
304,0.015092306
305,0.335061
306,0.022022408
307,0.000860769
308,0.28058586
309,0.26935166
310,0.008234599
311,0.36142084
312,0.013207464
313,0.44340026
314,0.03584486
315,0.031178452
316,0.05513422
317,0.2812721
318,0.0064173187
319,0.013128886
320,0.084381685
321,0.07722632
