Id,Probability
1,0.13126631193722
2,0.24270581348007067
3,0.07549600893471987
4,0.11939187939242955
5,0.17335340200514618
6,0.06737558051870264
7,0.13302814790154668
8,0.01685676384541643
9,0.02113023603844374
10,1.0
11,0.1161074144294147
12,0.08795270480077264
13,0.04141952222793649
14,0.13702594578477928
15,0.06781964285252391
16,0.13829981821085682
17,0.032590476123484174
18,0.12427291044168391
19,0.17529762938588342
20,0.12383792852049147
21,0.08159774961761426
22,0.028974038874978132
23,0.042152429870574985
24,0.03562728017148013
25,0.107208661867634
26,0.006450571999261422
27,0.15981431312374764
28,0.02588682145815
29,0.1435932594267834
30,0.0003114581398581387
31,0.1091807615425
32,0.04005110617284713
33,0.06831679312816835
34,0.08518847256874398
35,0.051343321467775496
36,0.08107090788005648
37,0.12603292443327696
38,0.00574988509954995
39,0.21498811142492755
40,0.2452316303107565
41,0.9999999878225695
42,0.10994752295025893
43,0.0805603667792006
44,0.05928101867508464
45,0.044482027302026675
46,0.02222920330486192
47,0.023053536793579174
48,0.10591850134592956
49,0.12221678856654228
50,0.1309969657190309
51,0.08127428784432576
52,0.00883694268230464
53,0.11266959534653197
54,0.11011483978895438
55,0.10991996070617266
56,0.09536890052978411
57,0.04888753139400331
58,0.14393005130721154
59,0.06452433881028682
60,0.22260168698443142
61,1.9178429559462072e-11
62,0.02039801953763128
63,0.10381499926662245
64,0.04473220567149624
65,0.09768871897800918
66,0.03558830804043031
67,0.0635814005981607
68,0.1860384264541658
69,0.052400368174582726
70,1.0
71,0.042253699134253274
72,0.16620458658984844
73,0.02134128569661461
74,0.14228022309508376
75,0.098260461058246
76,0.04929669268896225
77,0.11584963968437077
78,0.1194331184584971
79,0.0069283538894977905
80,0.3230983879324193
81,0.10146072553760481
82,0.04622609486912021
83,0.1279930010017085
84,0.01625048383930194
85,0.04205939009842799
86,0.09887315879779865
87,0.13688071003501806
88,0.09007107488220485
89,0.13548808352931674
90,0.1194685373266877
91,0.2409713430886252
92,0.14893263372400317
93,0.007568097003891131
94,0.0761911643802098
95,0.03316076400676705
96,1.0
97,0.027755858526088893
98,0.18041382954955262
99,0.08545973269275062
100,0.14386453591074563
101,0.1060456882513703
102,0.15600346099317441
103,0.03696899861059227
104,0.1291298823685634
105,0.06262963584438722
106,0.1424643507579791
107,0.09627702779180082
108,0.01826080912731035
109,0.051637294660694645
110,0.09620369856333995
111,6.139224691342127e-06
112,0.06349930436106298
113,0.13541282337918548
114,0.1732162976950933
115,0.14211695778151237
116,0.03571851537687856
117,0.04295017193403649
118,0.14491323866419398
119,0.11071259132876658
